id;user_id;hotel_id;hotel_name;hotel_stars;city_tax;address;begin_date;end_date;price_per_night;includes_breakfast;room_details;rating;comment
Book0000007325;ValentiEsteves1885;HTL1102;Charles Bridge Suites;5;1;1102 Karlův most, Prague;2023/03/22;2023/03/23;350;true;Bathroom: Bathtub;4;
Book0000007349;CaetCoelho1339;HTL805;Brera Art District Hotel;4;2;805 Via Brera, Milan;2022/11/14;2022/11/18;240;true;Bathroom: Shower;3;
Book0000007367;MirBaptista376;HTL805;Brera Art District Hotel;4;2;805 Via Brera, Milan;2022/11/14;2022/11/16;240;true;Occupancy: 1 Guest;1;
Book0000007400;SaMorais1082;HTL203;Gran Vía View Hotel;4;2;203 Gran Vía, Madrid;2021/10/07;2021/10/03;210;true;Amenities: Coffee Maker;4;The bar had a wide selection of drinks.
Book0000007407;RRocha;HTL202;;5;2;202 Plaza de Oriente, Madrid;2021/10/03;2021/10/06;280;true;Room Type: Deluxe;3;
Book0000007422;VítMiranda328;HTL605;Schönbrunn Palace Hotel;4;4;605 Schönbrunner Schloßstraße, Vienna;2022/07/07;2022/07/10;210;true;Room Type: Family Suite;2;We will definitely return to this hotel.
Book0000007469;ClGomes;HTL605;Schönbrunn Palace Hotel;4;4;605 Schönbrunner Schloßstraße, Vienna;2022/07/07;2022/07/09;210;true;Room Type: Standard;3;
Book0000007473;PeVaz;HTL601;;4;4;601 Opernring, Vienna;2022/07/07;2022/07/11;190;true;Amenities: Mini Fridge;4;
Book0000007476;MaTorres;HTL1502;Alpine View Lodge;4;3;202 Bergweg, Munich;2022/07/03;2022/07/05;280;1;Bathroom: Shower;1;
Book0000007480;RVieira1107;;Bavarian Grand Hotel;5;3;201 Hauptstraße, Munich;2022/07/03;2022/07/06;350;true;Room Size: 500 sq ft;2;The breakfast buffet was delicious.
Book0000007515;NMiranda1334;HTL1502;Alpine View Lodge;4;3;202 Bergweg, Munich;2022/07/03;2022/07/06;280;true;Room Size: 400 sq ft;4;
Book0000007518;AMonteiro1;HTL1505;Munich Downtown Suites;4;3;205 Zentrumstraße, Munich;2022/07/03;2022/07/05;290;true;Room Size: 700 sq ft;4;We had a memorable experience at this hotel.
Book0000007539;JúBatista1064;HTL1404;Spree Riverfront Hotel;4;3;1404 Schiffbauerdamm, Berlin;2023/02/01;2023/02/05;200;true;Room Type: Deluxe;2;Quiet and peaceful ambiance.
Book0000007562;SebastiAlves1861;HTL1402;Alexanderplatz Suites;3;3;1402 Alexanderplatz, Berlin;2023/02/01;2023/02/02;160;false;Bathroom: Ensuite;3;Perfect location for exploring the city.
Book0000007563;SaAssunção;HTL1405;Kurfürstendamm Plaza Hotel;4;3;1405 Kurfürstendamm, Berlin;2023/02/01;2023/02/03;230;true;Amenities: Coffee Maker;3;Quiet and peaceful ambiance.
Book0000007582;WiLeite;HTL1602;Old Town Boutique Hotel;4;4;302 Stare Miasto, Warsaw;2021/01/20;2021/01/21;290;true;Amenities: TV;2;
Book0000007605;MarcMonteiro628;HTL1601;Royal Palace Hotel;5;4;301 Aleje Ujazdowskie, Warsaw;2021/01/20;2021/01/23;380;true;Amenities: Coffee Maker;2;
Book0000007608;LisandSá138;HTL1602;Old Town Boutique Hotel;4;4;302 Stare Miasto, Warsaw;2021/01/20;2021/01/21;290;true;Number of Beds: 2;4;
;XaMelo1695;HTL701;Fjord View Hotel;4;4;701 Akershusstranda, Oslo;2021/06/04;2021/06/08;220;true;Room Size: 400 sq ft;4;Comfy beds and pillows.
Book0000007629;YOliveira-Anjos;HTL705;Aker Brygge Waterfront Hotel;4;4;705 Stranden, Oslo;2021/06/04;2021/06/05;260;true;Room Type: Standard;3;Well-appointed rooms with nice decor.
Book0000007641;NoEsteves826;HTL702;Viking Heritage Inn;3;4;702 Karl Johans gate, Oslo;2021/06/04;2021/06/07;150;false;Room Type: Suite;3;
Book0000007668;BrJesus1585;HTL301;Colosseum View Hotel;4;3;301 Via di San Gregorio, Rome;2021/08/16;2021/08/17;200;true;Amenities: TV;1;
Book0000007675;FrDomingues981;HTL1401;Brandenburg Gate Hotel;4;3;1401 Pariser Platz, Berlin;2022/07/19;2022/07/23;220;true;Room Type: Suite;1;
;EmaCarneiro-Henriques1853;HTL901;Alfama District Hotel;3;2;901 Rua dos Bacalhoeiros, Lisbon;2023/03/15;2023/03/17;120;true;Bathroom: Private;2;Impressive lobby and amenities.
Book0000007716;DaCoelho1325;HTL902;Bairro Alto Suites;4;2;902 Rua da Rosa, Lisbon;2023/03/15;2023/03/19;190;-4;Bathroom: Shower;1;Great place to stay for business travelers.
Book0000007718;GDomingues;HTL904;Chiado Plaza Hotel;3;2;904 Rua Garrett, Lisbon;2023/03/15;2023/03/19;150;false;Number of Beds: 2 Queen Beds;1;
Book0000007735;Bárbara-EduaFerreira;HTL901;Alfama District Hotel;3;2;901 Rua dos Bacalhoeiros, Lisbon;2023/03/15;2023/03/16;120;true;Room Size: 700 sq ft;2;The hotel restaurant had a diverse menu.
Book0000007772;MadaNunes;HTL401;Canal View Hotel;5.5;2;401 Prinsengracht, Amsterdam;2021/02/09;2021/02/11;150;true;Occupancy: 4 Guests;3;We will definitely return to this hotel.
Book0000007799;KAntunes;HTL301;Nyhavn Waterfront Hotel;-23;3;301 Nyhavn, Copenhagen;2023/08/05;2023/08/07;280;true;Amenities: Air Conditioning;1;
Book0000007820;IaMorais1721;HTL903;Belém Riverside Hotel;4;2;903 Avenida de Brasília, Lisbon;2023/05/01;2023/05/03;220;true;Amenities: Free Wi-Fi;4;Conveniently located near public transportation.
Book0000007829;LuciPinho;HTL905;Rossio Square Inn;4;2;905 Praça do Rossio, Lisbon;2023/05/01;2023/05/04;200;true;Room Type: Family Suite;1;
Book0000007843;ÍAmorim;HTL602;Belvedere Palace Suites;5;4;602 Prinz Eugen-Straße, Vienna;2023/04/12;2023/04/13;280;true;Room Size: 300 sq ft;4;The fitness center had modern equipment.
Book0000007852;SPinho;HTL604;Danube Riverfront Hotel;4;4;604 Donaukanal, Vienna;2023/04/12;2023/04/15;220;true;Amenities: Coffee Maker;4;
Book0000007853;AfoMatos;HTL605;Schönbrunn Palace Hotel;-1;4;605 Schönbrunner Schloßstraße, Vienna;2023/04/12;2023/04/14;210;true;Occupancy: 4 Guests;3;Quiet and peaceful ambiance.
Book0000007866;RafaeBarros388;HTL603;Stephansplatz Inn;3;4;603 Stephansplatz, Vienna;2023/04/12;2023/04/16;150;false;Bathroom: Ensuite;3;
Book0000007871;IsAntunes;HTL605;Schönbrunn Palace Hotel;4;4;605 Schönbrunner Schloßstraße, Vienna;2023/04/12;2023/04/15;210;true;Amenities: Mini Fridge;3;
Book0000007872;TeSilva1408;HTL604;Danube Riverfront Hotel;4;4;604 Donaukanal, Vienna;2023/04/12;2023/04/13;220;true;Number of Beds: 2;4;
Book0000007873;CamilMiranda-Matos;HTL601;Vienna Opera Hotel;4;4;601 Opernring, Vienna;2023/04/12;2023/04/16;190;true;Room Size: 700 sq ft;1;The hotel exceeded our expectations.
Book0000007885;TaMendes;HTL605;Schönbrunn Palace Hotel;4;4;605 Schönbrunner Schloßstraße, Vienna;2023/04/12;2023/04/16;210;true;Occupancy: 1 Guest;2;The staff was attentive to our needs.
Book0000007893;JuliaLoureiro;HTL602;Belvedere Palace Suites;5;4;602 Prinz Eugen-Straße, Vienna;2023/04/12;2023/04/16;280;true;Room Size: 700 sq ft;3;
Book0000007946;RicardSousa1707;HTL202;Royal Palace Suites;5;2;202 Plaza de Oriente, Madrid;2021/12/13;2021/12/17;280;true;Occupancy: 2 Guests;2;Great hotel, excellent service!
Book0000007962;RúbDomingues;HTL903;Belém Riverside Hotel;4;2;903 Avenida de Brasília, Lisbon;2022/01/03;2022/01/05;220;true;Room Type: Family Suite;4;
Book0000007975;Larissa-HelSoares;HTL902;Bairro Alto Suites;4;2;902 Rua da Rosa, Lisbon;2022/01/03;2022/01/05;190;true;Occupancy: 3 Guests;1;Clean and well-maintained rooms.
Book0000007991;MiguReis1839;HTL902;Bairro Alto Suites;4;2;902 Rua da Rosa, Lisbon;2022/01/03;2022/01/04;190;true;Number of Beds: 1;3;
;IBarbosa959;HTL202;Royal Palace Suites;5;2;202 Plaza de Oriente, Madrid;2022/09/08;2022/09/09;280;true;Room Size: 300 sq ft;1;The spa treatments were rejuvenating.
Book0000008038;VítoAlmeida;HTL205;Plaza Mayor Hotel;4;2;205 Plaza Mayor, Madrid;2022/09/08;2022/09/12;190;true;Occupancy: 2 Guests;2;The check-in process was quick and easy.
Book0000008042;NoEsteves826;HTL204;Retiro Park Inn;3;2;204 Calle de Alfonso XII, Madrid;2022/09/08;2022/09/10;150;false;View: Garden View;3;Quiet and peaceful ambiance.
Book0000008081;MiriaGarcia329;HTL203;Gran Vía View Hotel;4;2;203 Gran Vía, Madrid;2022/08/13;2022/08/15;210;true;Number of Beds: 1;4;
Book0000008088;SimRamos;HTL201;Puerta del Sol Hotel;4;2;201 Calle de Alcalá, Madrid;2022/08/13;2022/08/15;180;true;Room Type: Suite;4;
Book0000008121;DavLeal1726;HTL1302;Old Town District Inn;3;3;1302 Rue de la Préfecture, Nice;2021/12/12;2021/12/15;180;false;View: Garden View;1;The fitness center had modern equipment.
Book0000008132;JulCoelho;HTL1302;Old Town District Inn;3;3;1302 Rue de la Préfecture, Nice;2021/12/12;2021/12/13;180;false;Room Type: Standard;2;
Book0000008171;AliPacheco-Barbosa268;HTL1301;Promenade des Anglais Hotel;4;3;1301 Promenade des Anglais, Nice;2021/12/12;2021/12/16;250;true;Bathroom: Private;3;The concierge provided helpful recommendations.
Book0000008178;WiLeite;HTL1305;Place Masséna Plaza Hotel;4;3;1305 Place Masséna, Nice;2021/12/12;2021/12/14;230;T;Room Size: 700 sq ft;4;
Book0000008179;PPacheco945;HTL305;Spanish Steps Plaza Hotel;4;5.5;305 Piazza di Spagna, Rome;2022/03/11;2022/03/13;210;true;Room Type: Executive Suite;4;We had a lovely time at this hotel.
Book0000008180;CarlRodrigues1441;HTL303;Trevi Fountain Hotel;3;3;303 Piazza di Trevi, Rome;2022/03/11;2022/03/15;160;-4;View: Garden View;4;
Book0000008186;FernaCorreia123;HTL305;Spanish Steps Plaza Hotel;-25;3;305 Piazza di Spagna, Rome;2022/03/11;2022/03/14;210;true;Amenities: Free Wi-Fi;4;Highly recommended!
Book0000008191;RicardSousa1707;HTL305;Spanish Steps Plaza Hotel;4;3;305 Piazza di Spagna, Rome;2022/03/11;2022/03/15;210;true;Number of Beds: 1;1;
Book0000008216;FrancFerreira;HTL903;Belém Riverside Hotel;4;2;903 Avenida de Brasília, Lisbon;2021/02/11;2021/02/12;220;true;Bathroom: Shower;3;
Book0000008234;RNogueira;HTL902;Bairro Alto Suites;4;2;902 Rua da Rosa, Lisbon;2021/02/11;2021/02/14;190;true;Room Size: 400 sq ft;4;The hotel has a modern and stylish design.
Book0000008248;RMiranda;HTL901;Alfama District Hotel;3;2;901 Rua dos Bacalhoeiros, Lisbon;2021/02/11;2021/02/14;120;true;Room Size: 700 sq ft;4;We had a memorable experience at this hotel.
Book0000008253;GRamos1856;HTL402;Dam Square Suites;4;2;402 Damstraat, Amsterdam;2021/07/17;2021/07/19;220;true;Occupancy: 4 Guests;2;The rooftop bar has amazing cocktails.
Book0000008266;ErikReis;HTL402;Dam Square Suites;4;2;402 Damstraat, Amsterdam;2021/07/17;2021/07/20;220;true;Amenities: Air Conditioning;1;Family-friendly accommodations.
Book0000008272;RiAlmeida552;HTL405;Jordaan Riverside Hotel;3;2;405 Brouwersgracht, Amsterdam;2021/07/17;2021/07/18;170;true;Room Size: 300 sq ft;1;
Book0000008336;MartTavares1562;HTL601;Vienna Opera Hotel;4;4;601 Opernring, Vienna;2023/08/06;2023/08/04;190;true;View: Mountain View;3;
Book0000008348;JLourenço1891;;Spree Riverfront Hotel;4;3;1404 Schiffbauerdamm, Berlin;2022/02/06;2022/02/10;200;true;Room Size: 500 sq ft;2;Clean and well-maintained rooms.
Book0000008361;FrancFerreira;HTL1403;Prenzlauer Berg Inn;2;3;1403 Kastanienallee, Berlin;2022/02/06;2022/02/09;120;false;Amenities: Coffee Maker;1;
Book0000008371;DébCastro;HTL1404;Spree Riverfront Hotel;4;3;1404 Schiffbauerdamm, Berlin;2022/02/06;2022/02/08;200;-4;Number of Beds: 1 King Bed;4;The hotel offered a complimentary shuttle service.
Book0000008373;RodriAzevedo728;HTL1404;Spree Riverfront Hotel;4;3;1404 Schiffbauerdamm, Berlin;2022/02/06;2022/02/09;200;true;Amenities: Air Conditioning;4;
Book0000008442;PetSantos208;HTL1402;Alexanderplatz Suites;3;3;1402 Alexanderplatz, Berlin;2022/12/08;2022/12/09;160;false;Room Size: 400 sq ft;2;The room was spacious and clean.
Book0000008463;GDomingues;HTL1403;Prenzlauer Berg Inn;2;3;1403 Kastanienallee, Berlin;2022/12/08;2022/12/11;120;false;View: Garden View;3;The hotel restaurant had a diverse menu.
Book0000008499;SimãBranco;HTL1501;;5;3;201 Hauptstraße, Munich;2022/03/18;2022/03/21;350;true;Number of Beds: 2 Queen Beds;2;Good value for the price.
Book0000008526;EmanuFernandes1133;HTL1504;Munich Lakeside Resort;4;3;204 Am Seeufer, Munich;2022/03/18;2022/03/19;;true;Room Size: 300 sq ft;3;
Book0000008532;LiBorges;HTL1501;;5;3;201 Hauptstraße, Munich;2022/03/18;2022/03/19;350;true;Room Type: Suite;4;The spa treatments were rejuvenating.
Book0000008562;FernAlves;HTL1104;Prague Castle View Hotel;4;1;1104 Hradčanské náměstí, Prague;2021/09/15;2021/09/14;210;true;Bathroom: Bathtub;4;The concierge provided helpful recommendations.
Book0000008577;ÁMorais87;HTL1104;Prague Castle View Hotel;4;1;1104 Hradčanské náměstí, Prague;2021/09/14;2021/09/16;210;true;Number of Beds: 2 Double Beds;2;Well-appointed rooms with nice decor.
Book0000008640;Andreia-YaFigueiredo;HTL1301;;4;3;1301 Promenade des Anglais, Nice;2021/10/05;2021/10/09;250;true;Room Size: 300 sq ft;1;Staff was friendly and accommodating.
Book0000008680;IvAlmeida310;HTL1402;Alexanderplatz Suites;3;3;1402 Alexanderplatz, Berlin;2022/05/08;2022/05/12;160;false;Occupancy: 1 Guest;3;The in-room amenities were a nice touch.
Book0000008689;NDomingues;HTL102;Louvre Palace Hotel;5;2;102 Rue du Louvre, Paris;2023/01/11;2023/01/14;300;true;View: Mountain View;1;Staff was friendly and accommodating.
Book0000008705;RenatPires;HTL101;Eiffel Tower View Hotel;4;2;101 Rue de la Tour Eiffel, Paris;2023/01/11;2023/01/15;220;true;Room Type: Standard;2;
Book0000008712;LeFaria1065;HTL104;Seine Riverfront Hotel;4;2;104 Quai de la Seine, Paris;2023/01/11;2023/01/13;200;true;Room Size: 300 sq ft;3;
Book0000008732;NSousa-Branco;HTL1304;Cimiez Hill View Hotel;3;3;1304 Avenue des Arènes de Cimiez, Nice;2022/04/10;2022/04/13;190;true;Number of Beds: 2;1;
Book0000008737;BáLoureiro;HTL1303;Port de Nice Suites;4;3;1303 Quai des Docks, Nice;2022/04/10;2022/04/12;220;5.5;Room Type: Deluxe;2;
Book0000008757;GabrieVicente;HTL1305;Place Masséna Plaza Hotel;4;3;1305 Place Masséna, Nice;2022/04/10;2022/04/14;230;1;Occupancy: 4 Guests;2;
Book0000008794;EmTorres;HTL1503;Munich Central Inn;3;3;203 Innenstadtstraße, Munich;2021/04/11;2021/04/12;150;false;Bathroom: Private;4;
Book0000008795;AndrVieira;HTL1502;Alpine View Lodge;4;3;202 Bergweg, Munich;2021/04/11;2021/04/13;280;true;Occupancy: 4 Guests;4;
Book0000008825;FábiVicente758;HTL204;Retiro Park Inn;3;2;204 Calle de Alfonso XII, Madrid;2023/05/06;2023/05/07;150;false;Amenities: Free Wi-Fi;1;We will definitely return to this hotel.
Book0000008831;EduCarvalho1041;HTL204;Retiro Park Inn;3;2;204 Calle de Alfonso XII, Madrid;2023/05/06;2023/05/10;150;false;Number of Beds: 2 Double Beds;1;
Book0000008833;CarlMaia-Torres;HTL204;Retiro Park Inn;3;2;204 Calle de Alfonso XII, Madrid;2023/05/06;2023/05/09;150;false;Amenities: Free Wi-Fi;2;The staff was attentive to our needs.
Book0000008868;MaTeixeira1593;HTL203;Gran Vía View Hotel;4;2;203 Gran Vía, Madrid;2023/05/06;2023/05/07;210;true;View: Garden View;4;
Book0000008948;MPires1088;HTL101;Eiffel Tower View Hotel;4;2;101 Rue de la Tour Eiffel, Paris;2021/12/01;2021/12/04;220;true;Bathroom: Bathtub;3;Great hotel, excellent service!
Book0000008975;IsEsteves;HTL402;Dam Square Suites;4;2;402 Damstraat, Amsterdam;2023/06/19;2023/06/23;220;true;Amenities: Free Wi-Fi;3;
Book0000009057;Erika-ÉLourenço;HTL1505;Munich Downtown Suites;4;3;205 Zentrumstraße, Munich;2021/02/10;2021/02/11;290;true;Room Size: 500 sq ft;2;Good value for the price.
Book0000009092;HelenSantos1400;HTL303;Nørrebro Boutique Hotel;3;3;303 Nørrebrogade, Copenhagen;2021/05/17;2021/05/18;160;false;Room Size: 400 sq ft;4;
Book0000009096;CaetCoelho1339;HTL302;Copenhagen Grand Palace;5;3;302 Kongens Nytorv, Copenhagen;2021/05/17;2021/05/20;380;true;Room Type: Family Suite;1;Clean and well-maintained rooms.
Book0000009107;JéssiBatista;HTL301;Nyhavn Waterfront Hotel;4;3;301 Nyhavn, Copenhagen;2021/05/20;2021/05/17;280;true;Bathroom: Private;4;The hotel offered a complimentary shuttle service.
Book0000009114;CarmiVieira584;HTL305;Vesterbro Comfort Suites;4;3;305 Vesterbrogade, Copenhagen;2021/05/17;2021/05/19;290;true;Room Type: Standard;4;
Book0000009117;DiFernandes;HTL302;Copenhagen Grand Palace;5;3;302 Kongens Nytorv, Copenhagen;2021/05/20;2021/05/17;380;true;Room Type: Family Suite;3;
Book0000009122;JFernandes;;Bairro Alto Suites;4;2;902 Rua da Rosa, Lisbon;2021/07/22;2021/07/24;190;true;Bathroom: Shower;2;The in-room amenities were a nice touch.
Book0000009130;DMonteiro908;HTL903;Belém Riverside Hotel;4;2;903 Avenida de Brasília, Lisbon;2021/07/22;2021/07/25;220;-1.1;Bathroom: Shower;3;The in-room amenities were a nice touch.
Book0000009134;BruAraújo;HTL904;Chiado Plaza Hotel;3;5.5;904 Rua Garrett, Lisbon;2021/07/22;2021/07/25;150;false;Number of Beds: 1;4;
Book0000009138;TLourenço1144;HTL902;Bairro Alto Suites;4;2;902 Rua da Rosa, Lisbon;2021/07/22;2021/07/23;190;true;Occupancy: 2 Guests;2;Great place to unwind after a busy day.
Book0000009166;MartBranco1557;HTL1604;Warsaw Riverside Inn;4;4;304 Nad Wisłą, Warsaw;2021/02/07;2021/02/08;320;TRUE;Occupancy: 2 Guests;4;The hotel has a modern and stylish design.
Book0000009221;RMoreira1677;HTL502;Gothic Quarter Inn;3;2;502 Carrer de la Ciutat, Barcelona;2022/12/14;2022/12/15;150;false;Room Size: 300 sq ft;1;
Book0000009223;ISoares1857;HTL504;Park Güell Suites;4;2;504 Carrer d'Olot, Barcelona;2022/12/14;2022/12/17;200;true;Occupancy: 4 Guests;3;We had a lovely time at this hotel.
Book0000009257;JNunes552;HTL910;Budapest View Hotel;3;2;910 Riverside Avenue, Budapest;2022/10/17;2022/10/18;120;true;Bathroom: Private;1;
Book0000009273;BrunReis584;HTL102;Louvre Palace Hotel;5;2;102 Rue du Louvre, Paris;2022/03/08;2022/03/11;300;true;Number of Beds: 2 Queen Beds;4;An enjoyable stay overall.
Book0000009318;GaspBranco448;HTL912;Riverside Suites;4;2;12 Riverside Road, Budapest;2021/07/16;2021/07/17;180;true;View: City View;3;
Book0000009323;VaCoelho1853;HTL1401;Brandenburg Gate Hotel;4;3;1401 Pariser Platz, Berlin;2022/09/03;2022/09/07;220;T;Number of Beds: 2;2;
Book0000009341;BruLopes-Torres;HTL1405;Kurfürstendamm Plaza Hotel;4;3;1405 Kurfürstendamm, Berlin;2022/09/03;2022/09/05;230;1;Room Size: 500 sq ft;3;
Book0000009351;BrRocha-Oliveira;HTL1404;Spree Riverfront Hotel;4;3;1404 Schiffbauerdamm, Berlin;2022/09/03;2022/09/04;200;true;Amenities: Free Wi-Fi;4;The staff was attentive to our needs.
Book0000009352;IsaMelo85;HTL1403;Prenzlauer Berg Inn;2;3;1403 Kastanienallee, Berlin;2022/09/03;2022/09/06;120;FALSE;Room Size: 300 sq ft;1;We had a memorable experience at this hotel.
Book0000009362;TCampos;HTL1402;Alexanderplatz Suites;3;3;1402 Alexanderplatz, Berlin;2022/09/03;2022/09/06;160;false;Bathroom: Bathtub;4;An enjoyable stay overall.
Book0000009381;RuTorres-Jesus355;HTL1305;Place Masséna Plaza Hotel;4;3;1305 Place Masséna, Nice;2022/11/04;2022/11/08;230;true;Occupancy: 4 Guests;1;
Book0000009386;LaPires1506;HTL1304;Cimiez Hill View Hotel;3;3;1304 Avenue des Arènes de Cimiez, Nice;2022/11/04;2022/11/08;190;true;Bathroom: Bathtub;3;
Book0000009403;DGuerreiro;HTL1302;Old Town District Inn;3;3;1302 Rue de la Préfecture, Nice;2022/11/04;2022/11/07;180;false;Number of Beds: 2 Double Beds;1;The hotel's location was convenient for sightseeing.
Book0000009415;CláudPaiva;HTL1303;Port de Nice Suites;4;3;1303 Quai des Docks, Nice;2022/11/04;2022/11/08;220;-5;Number of Beds: 2;2;
Book0000009427;LMelo959;HTL910;Budapest View Hotel;3;-1;910 Riverside Avenue, Budapest;2023/01/02;2023/01/04;120;true;Amenities: TV;4;
Book0000009454;EAlves15;HTL204;Retiro Park Inn;3;2;204 Calle de Alfonso XII, Madrid;2021/10/16;2021/10/18;150;false;Occupancy: 2 Guests;2;
Book0000009507;IsGonçalves-Loureiro;;Retiro Park Inn;3;2;204 Calle de Alfonso XII, Madrid;2021/10/16;2021/10/19;150;false;Room Size: 700 sq ft;3;The spa treatments were rejuvenating.
Book0000009539;Pilar-Pacheco;HTL1502;Alpine View Lodge;4;3;202 Bergweg, Munich;2021/09/15;2021/09/19;280;true;Number of Beds: 1 King Bed;3;The fitness center had modern equipment.
Book0000009562;LisanAndrade;HTL204;Retiro Park Inn;3;2;204 Calle de Alfonso XII, Madrid;2021/04/07;2021/04/08;150;false;Room Type: Standard;3;
Book0000009578;AnitCampos1825;HTL202;Royal Palace Suites;5;2;202 Plaza de Oriente, Madrid;2021/04/07;2021/04/10;280;true;View: Mountain View;3;
Book0000009584;Pilar-Pacheco;HTL201;Puerta del Sol Hotel;4;2;201 Calle de Alcalá, Madrid;2021/04/07;2021/04/08;180;true;Occupancy: 4 Guests;3;
Book0000009608;ÉriNogueira488;HTL202;Royal Palace Suites;5;2;202 Plaza de Oriente, Madrid;2021/04/07;2021/04/10;280;true;Room Type: Standard;1;
Book0000009615;TeCarneiro-Matos;HTL205;Plaza Mayor Hotel;4;2;205 Plaza Mayor, Madrid;2021/04/07;2021/04/09;190;true;Room Size: 700 sq ft;1;The hotel has a modern and stylish design.
Book0000009616;CristianBatista-Nogueira626;HTL205;Plaza Mayor Hotel;4;2;;2021/04/07;2021/04/09;190;true;View: City View;1;We had a lovely time at this hotel.
Book0000009633;GRamos1856;HTL1102;Charles Bridge Suites;5;1;1102 Karlův most, Prague;2021/02/17;2021/02/18;350;true;Number of Beds: 2 Double Beds;2;
Book0000009640;CamSimões;HTL1105;Josefov District Hotel;4;1;1105 Josefov, Prague;2021/02/17;2021/02/20;240;true;Room Type: Executive Suite;4;We will definitely return to this hotel.
Book0000009649;JoHenriques;HTL1101;Old Town Square Hotel;4;-4;1101 Staroměstské náměstí, Prague;2021/02/17;2021/02/18;230;true;Occupancy: 1 Guest;2;The pool area was relaxing and clean.
Book0000009673;CaeCorreia1064;HTL304;Roman Forum Inn;4;3;304 Via dei Fori Imperiali, Rome;2021/05/11;2021/05/15;220;true;Room Size: 300 sq ft;2;We had a lovely time at this hotel.
Book0000009677;CristianPereira36;HTL301;Colosseum View Hotel;4;3;301 Via di San Gregorio, Rome;2021/05/11;2021/05/12;200;true;Amenities: Air Conditioning;2;The hotel restaurant had a diverse menu.
Book0000009682;LeSousa;HTL303;Trevi Fountain Hotel;3;3;303 Piazza di Trevi, Rome;2021/05/11;2021/05/14;160;false;Occupancy: 4 Guests;1;Easy access to tourist attractions.
Book0000009702;MicBatista;HTL1303;Port de Nice Suites;4;3;1303 Quai des Docks, Nice;2021/09/20;2021/09/21;220;true;Bathroom: Bathtub;4;
Book0000009718;JoHenriques;HTL1301;Promenade des Anglais Hotel;4;3;1301 Promenade des Anglais, Nice;2021/09/20;2021/09/24;250;true;Occupancy: 2 Guests;2;
Book0000009723;SaAnjos-Cruz;HTL1304;Cimiez Hill View Hotel;3;3;1304 Avenue des Arènes de Cimiez, Nice;2021/09/20;2021/09/23;190;true;Bathroom: Bathtub;1;We had a fantastic stay at this hotel.
Book0000009731;DiogJesus;HTL1304;Cimiez Hill View Hotel;3;3;1304 Avenue des Arènes de Cimiez, Nice;2021/09/20;2021/09/21;190;true;View: City View;3;
Book0000009734;RafaeLoureiro323;;Cimiez Hill View Hotel;3;3;1304 Avenue des Arènes de Cimiez, Nice;2021/09/20;2021/09/24;190;true;Amenities: Mini Fridge;4;
Book0000009760;EduAntunes141;HTL904;Chiado Plaza Hotel;3;2;904 Rua Garrett, Lisbon;2022/08/02;2022/08/05;150;false;Number of Beds: 2 Double Beds;3;
Book0000009765;TatFonseca1642;HTL902;;4;2;902 Rua da Rosa, Lisbon;2022/08/02;2022/08/05;190;true;View: City View;2;Conveniently located near public transportation.
Book0000009767;HenRodrigues592;HTL902;Bairro Alto Suites;4;2;902 Rua da Rosa, Lisbon;2022/08/02;2022/08/04;190;true;Occupancy: 2 Guests;1;Highly recommended!
Book0000009772;FiBarros196;HTL904;Chiado Plaza Hotel;3;2;904 Rua Garrett, Lisbon;2022/08/02;2022/08/06;150;false;Amenities: Coffee Maker;4;
Book0000009785;AlexandrPacheco;HTL1204;Töölö Riverside Hotel;4;3;1204 Helsinginkatu, Helsinki;2022/04/04;2022/04/08;200;true;Amenities: Mini Fridge;4;
Book0000009792;RicLeal1348;HTL1204;Töölö Riverside Hotel;4;3;1204 Helsinginkatu, Helsinki;2022/04/04;2022/04/07;200;true;Amenities: Air Conditioning;2;
Book0000009797;BeatrCruz-Fernandes;HTL1204;Töölö Riverside Hotel;4;3;1204 Helsinginkatu, Helsinki;2022/04/04;2022/04/05;200;true;View: City View;2;
Book0000009836;LeonoBorges2020;HTL704;Opera House Suites;4;4;704 Kirsten Flagstads plass, Oslo;2021/07/11;2021/07/13;240;true;Number of Beds: 1;4;
Book0000009841;GaspBranco448;HTL1202;Esplanadi Park Inn;3;3;1202 Pohjoisesplanadi, Helsinki;2021/05/21;2021/05/22;180;false;Amenities: Free Wi-Fi;4;
Book0000009843;LFonseca1806;HTL1203;Kallio District Suites;2;3;;2021/05/21;2021/05/23;120;FALSE;View: City View;1;Good room service options.
Book0000009875;ConstançPinho950;HTL1202;Esplanadi Park Inn;3;3;1202 Pohjoisesplanadi, Helsinki;2021/05/21;2021/05/22;180;false;Bathroom: Bathtub;1;Highly recommended!
Book0000009891;EnCorreia;HTL703;Holmenkollen Lodge;5;4;703 Kongeveien, Oslo;2023/03/07;2023/03/11;350;true;View: Mountain View;4;
Book0000009915;EAndrade;HTL1102;Charles Bridge Suites;5;1;1102 Karlův most, Prague;2021/04/19;2021/04/21;350;true;Occupancy: 1 Guest;3;The staff was attentive to our needs.
Book0000009928;MarCorreia1634;HTL1101;Old Town Square Hotel;4;-23;1101 Staroměstské náměstí, Prague;2021/04/19;2021/04/22;230;true;Room Type: Deluxe;4;The breakfast buffet was delicious.
